[    9]   fixation ->    saccade (ibdt:108)
[ 1568]    pursuit ->   fixation (ibdt:108)
[ 1569]    pursuit ->   fixation (ibdt:108)
[ 1570]    pursuit ->   fixation (ibdt:108)
[ 1571]    pursuit ->   fixation (ibdt:108)
[ 1572]    pursuit ->   fixation (ibdt:108)
[ 1573]    pursuit ->   fixation (ibdt:108)
[ 1574]    pursuit ->   fixation (ibdt:108)
[ 1575]    pursuit ->   fixation (ibdt:108)
[ 1576]    pursuit ->   fixation (ibdt:108)
[ 1577]    pursuit ->   fixation (ibdt:108)
[ 1578]    pursuit ->   fixation (ibdt:108)
[ 1579]    pursuit ->   fixation (ibdt:108)
[ 1580]    pursuit ->   fixation (ibdt:108)
[ 1581]    pursuit ->   fixation (ibdt:108)
[ 1582]    pursuit ->   fixation (ibdt:108)
[ 1583]    pursuit ->   fixation (ibdt:108)
[ 1584]    pursuit ->   fixation (ibdt:108)
[ 1585]    pursuit ->   fixation (ibdt:108)
[ 1586]    pursuit ->   fixation (ibdt:108)
[ 1587]    pursuit ->   fixation (ibdt:108)
[ 1588]    pursuit ->   fixation (ibdt:108)
[ 1589]    pursuit ->   fixation (ibdt:108)
[ 1590]    pursuit ->   fixation (ibdt:108)
[ 1591]    pursuit ->   fixation (ibdt:108)
[ 1592]    pursuit ->   fixation (ibdt:108)
[ 1593]    pursuit ->   fixation (ibdt:108)
[ 1594]    pursuit ->   fixation (ibdt:108)
[ 1595]    pursuit ->   fixation (ibdt:108)
[ 1596]    pursuit ->   fixation (ibdt:108)
[ 1597]    pursuit ->   fixation (ibdt:108)
[ 1598]    pursuit ->   fixation (ibdt:108)
[ 1599]    pursuit ->   fixation (ibdt:108)
[ 1600]    pursuit ->   fixation (ibdt:108)
[ 1601]    pursuit ->   fixation (ibdt:108)
[ 1602]    pursuit ->   fixation (ibdt:108)
[ 1603]    pursuit ->   fixation (ibdt:108)
[ 1604]    pursuit ->   fixation (ibdt:108)
[ 1605]    pursuit ->   fixation (ibdt:108)
[ 1651]    pursuit ->    saccade (ibdt:108)
[ 1652]    pursuit ->   fixation (ibdt:108)
[ 1653]    pursuit ->   fixation (ibdt:108)
[ 1654]    pursuit ->   fixation (ibdt:108)
[ 1655]    pursuit ->   fixation (ibdt:108)
[ 1656]    pursuit ->   fixation (ibdt:108)
[ 1657]    pursuit ->   fixation (ibdt:108)
[ 1658]    pursuit ->   fixation (ibdt:108)
[ 1659]    pursuit ->   fixation (ibdt:108)
[ 1660]    pursuit ->   fixation (ibdt:108)
[ 1661]    pursuit ->   fixation (ibdt:108)
[ 1662]    pursuit ->   fixation (ibdt:108)
[ 1663]    pursuit ->   fixation (ibdt:108)
[ 1664]    pursuit ->   fixation (ibdt:108)
[ 1665]    pursuit ->   fixation (ibdt:108)
[ 1666]    pursuit ->   fixation (ibdt:108)
[ 1667]    pursuit ->   fixation (ibdt:108)
[ 1668]    pursuit ->   fixation (ibdt:108)
[ 1669]    pursuit ->   fixation (ibdt:108)
[ 1670]    pursuit ->   fixation (ibdt:108)
[ 1671]    pursuit ->   fixation (ibdt:108)
[ 1672]    pursuit ->   fixation (ibdt:108)
[ 1673]    pursuit ->   fixation (ibdt:108)
[ 1674]    pursuit ->   fixation (ibdt:108)
[ 1675]    pursuit ->   fixation (ibdt:108)
[ 1676]    pursuit ->   fixation (ibdt:108)
[ 1677]    pursuit ->   fixation (ibdt:108)
[ 1678]    pursuit ->   fixation (ibdt:108)
[ 1679]    pursuit ->   fixation (ibdt:108)
[ 1680]    pursuit ->   fixation (ibdt:108)
[ 1681]    pursuit ->   fixation (ibdt:108)
[ 1682]    pursuit ->   fixation (ibdt:108)
[ 1683]    pursuit ->   fixation (ibdt:108)
[ 1684]    pursuit ->   fixation (ibdt:108)
[ 1685]    pursuit ->   fixation (ibdt:108)
[ 1686]    pursuit ->   fixation (ibdt:108)
[ 1687]    pursuit ->   fixation (ibdt:108)
[ 1688]    pursuit ->   fixation (ibdt:108)
[ 1710]    pursuit ->   fixation (ibdt:108)
[ 1711]    pursuit ->   fixation (ibdt:108)
[ 1712]    pursuit ->   fixation (ibdt:108)
[ 1713]    saccade ->   fixation (ibdt:108)
[ 1714]    saccade ->   fixation (ibdt:108)
[ 1715]    saccade ->   fixation (ibdt:108)
[ 1716]    saccade ->   fixation (ibdt:108)
[ 1717]    saccade ->   fixation (ibdt:108)
[ 1718]    saccade ->   fixation (ibdt:108)
[ 1719]    saccade ->   fixation (ibdt:108)
[ 1720]    saccade ->   fixation (ibdt:108)
[ 1721]    saccade ->   fixation (ibdt:108)
[ 1722]    saccade ->   fixation (ibdt:108)
[ 1723]    pursuit ->   fixation (ibdt:108)
[ 1724]    pursuit ->   fixation (ibdt:108)
[ 1725]    pursuit ->   fixation (ibdt:108)
[ 1726]    pursuit ->   fixation (ibdt:108)
[ 1727]    pursuit ->   fixation (ibdt:108)
[ 1728]    pursuit ->   fixation (ibdt:108)
[ 1729]    pursuit ->   fixation (ibdt:108)
[ 1730]    pursuit ->   fixation (ibdt:108)
[ 1731]    pursuit ->   fixation (ibdt:108)
[ 1732]    pursuit ->   fixation (ibdt:108)
[ 1733]    pursuit ->   fixation (ibdt:108)
[ 1734]    pursuit ->   fixation (ibdt:108)
[ 1735]    pursuit ->   fixation (ibdt:108)
[ 1736]    pursuit ->   fixation (ibdt:108)
[ 1737]    pursuit ->   fixation (ibdt:108)
[ 1738]    pursuit ->   fixation (ibdt:108)
[ 1739]    pursuit ->   fixation (ibdt:108)
[ 1740]    pursuit ->   fixation (ibdt:108)
[ 1741]    pursuit ->   fixation (ibdt:108)
[ 1742]    pursuit ->   fixation (ibdt:108)
[ 1743]    pursuit ->   fixation (ibdt:108)
[ 1744]    pursuit ->   fixation (ibdt:108)
[ 1745]    pursuit ->   fixation (ibdt:108)
[ 1746]    pursuit ->   fixation (ibdt:108)
[ 1747]    pursuit ->   fixation (ibdt:108)
[ 1748]    pursuit ->   fixation (ibdt:108)
[ 1749]    pursuit ->   fixation (ibdt:108)
[ 1750]    pursuit ->   fixation (ibdt:108)
[ 1751]    pursuit ->   fixation (ibdt:108)
[ 1752]    pursuit ->   fixation (ibdt:108)
[ 1753]    pursuit ->   fixation (ibdt:108)
[ 1754]    pursuit ->   fixation (ibdt:108)
[ 1755]    pursuit ->   fixation (ibdt:108)
[ 1756]    pursuit ->   fixation (ibdt:108)
[ 1757]    pursuit ->   fixation (ibdt:108)
[ 1758]    pursuit ->   fixation (ibdt:108)
[ 1759]    pursuit ->   fixation (ibdt:108)
[ 1760]    pursuit ->   fixation (ibdt:108)
[ 1761]    pursuit ->   fixation (ibdt:108)
[ 1762]    pursuit ->   fixation (ibdt:108)
[ 1763]    pursuit ->   fixation (ibdt:108)
[ 1764]    pursuit ->   fixation (ibdt:108)
[ 1765]    pursuit ->   fixation (ibdt:108)
[ 1766]    pursuit ->   fixation (ibdt:108)
[ 1767]    pursuit ->   fixation (ibdt:108)
[ 1768]    pursuit ->   fixation (ibdt:108)
[ 1769]    pursuit ->   fixation (ibdt:108)
[ 1770]    pursuit ->   fixation (ibdt:108)
[ 1771]    pursuit ->   fixation (ibdt:108)
[ 1772]    pursuit ->   fixation (ibdt:108)
[ 1773]    pursuit ->   fixation (ibdt:108)
[ 1774]    pursuit ->   fixation (ibdt:108)
[ 1775]    pursuit ->   fixation (ibdt:108)
[ 1776]    pursuit ->   fixation (ibdt:108)
[ 1777]    pursuit ->   fixation (ibdt:108)
[ 1778]    pursuit ->   fixation (ibdt:108)
[ 1779]    pursuit ->   fixation (ibdt:108)
[ 1780]    pursuit ->   fixation (ibdt:108)
[ 1781]    pursuit ->   fixation (ibdt:108)
[ 1782]    pursuit ->   fixation (ibdt:108)
[ 1783]    pursuit ->   fixation (ibdt:108)
[ 1784]    pursuit ->   fixation (ibdt:108)
[ 1785]    pursuit ->   fixation (ibdt:108)
[ 1786]    pursuit ->   fixation (ibdt:108)
[ 1787]    pursuit ->   fixation (ibdt:108)
[ 1788]    pursuit ->   fixation (ibdt:108)
[ 1789]    pursuit ->   fixation (ibdt:108)
[ 1790]    pursuit ->   fixation (ibdt:108)
[ 1791]    pursuit ->   fixation (ibdt:108)
[ 1792]    pursuit ->   fixation (ibdt:108)
[ 1793]    pursuit ->   fixation (ibdt:108)
[ 1794]    pursuit ->   fixation (ibdt:108)
[ 1795]    pursuit ->   fixation (ibdt:108)
[ 1796]    pursuit ->   fixation (ibdt:108)
[ 1797]    pursuit ->   fixation (ibdt:108)
[ 1798]    pursuit ->   fixation (ibdt:108)
[ 1799]    pursuit ->   fixation (ibdt:108)
[ 1800]    pursuit ->   fixation (ibdt:108)
[ 1801]    pursuit ->   fixation (ibdt:108)
[ 1802]    pursuit ->   fixation (ibdt:108)
[ 1803]    pursuit ->   fixation (ibdt:108)
[ 1804]    pursuit ->   fixation (ibdt:108)
[ 1805]    pursuit ->   fixation (ibdt:108)
[ 1806]    pursuit ->   fixation (ibdt:108)
[ 1807]    pursuit ->   fixation (ibdt:108)
[ 1808]    pursuit ->   fixation (ibdt:108)
[ 1809]    pursuit ->   fixation (ibdt:108)
[ 1810]    pursuit ->   fixation (ibdt:108)
[ 1811]    pursuit ->   fixation (ibdt:108)
[ 1812]    pursuit ->   fixation (ibdt:108)
[ 1813]    pursuit ->   fixation (ibdt:108)
[ 1814]    pursuit ->   fixation (ibdt:108)
[ 1815]    pursuit ->   fixation (ibdt:108)
[ 1816]    pursuit ->   fixation (ibdt:108)
[ 1817]    pursuit ->   fixation (ibdt:108)
[ 1818]    pursuit ->   fixation (ibdt:108)
[ 1819]    pursuit ->   fixation (ibdt:108)
[ 1820]    pursuit ->   fixation (ibdt:108)
[ 1821]    pursuit ->   fixation (ibdt:108)
[ 1822]    pursuit ->   fixation (ibdt:108)
[ 1823]    pursuit ->   fixation (ibdt:108)
[ 1824]    pursuit ->   fixation (ibdt:108)
[ 1825]    pursuit ->   fixation (ibdt:108)
[ 1826]    pursuit ->   fixation (ibdt:108)
[ 1827]    pursuit ->   fixation (ibdt:108)
[ 1828]    pursuit ->   fixation (ibdt:108)
[ 1829]    pursuit ->   fixation (ibdt:108)
[ 1830]    pursuit ->   fixation (ibdt:108)
[ 1831]    pursuit ->   fixation (ibdt:108)
[ 1832]    pursuit ->   fixation (ibdt:108)
[ 1833]    pursuit ->   fixation (ibdt:108)
[ 1834]    pursuit ->   fixation (ibdt:108)
[ 1835]    pursuit ->   fixation (ibdt:108)
[ 1836]    pursuit ->   fixation (ibdt:108)
[ 1837]    pursuit ->   fixation (ibdt:108)
[ 1838]    pursuit ->   fixation (ibdt:108)
[ 1839]    pursuit ->   fixation (ibdt:108)
[ 1840]    pursuit ->   fixation (ibdt:108)
[ 1841]    pursuit ->   fixation (ibdt:108)
[ 1842]    pursuit ->   fixation (ibdt:108)
[ 1843]    pursuit ->   fixation (ibdt:108)
[ 1844]    pursuit ->   fixation (ibdt:108)
[ 1845]    pursuit ->   fixation (ibdt:108)
[ 1846]    pursuit ->   fixation (ibdt:108)
[ 1847]    pursuit ->   fixation (ibdt:108)
[ 1848]    pursuit ->   fixation (ibdt:108)
[ 1849]    pursuit ->   fixation (ibdt:108)
[ 1850]    pursuit ->   fixation (ibdt:108)
[ 1851]    pursuit ->   fixation (ibdt:108)
[ 1852]    pursuit ->   fixation (ibdt:108)
[ 1853]    pursuit ->   fixation (ibdt:108)
[ 1854]    pursuit ->   fixation (ibdt:108)
[ 1855]    pursuit ->   fixation (ibdt:108)
[ 1856]    pursuit ->   fixation (ibdt:108)
[ 1857]    pursuit ->   fixation (ibdt:108)
[ 1858]    pursuit ->   fixation (ibdt:108)
[ 1859]    pursuit ->   fixation (ibdt:108)
[ 1860]    pursuit ->   fixation (ibdt:108)
[ 1861]    pursuit ->   fixation (ibdt:108)
[ 1862]    pursuit ->   fixation (ibdt:108)
[ 1863]    pursuit ->   fixation (ibdt:108)
[ 1864]    pursuit ->   fixation (ibdt:108)
[ 1865]    pursuit ->   fixation (ibdt:108)
[ 1866]    pursuit ->   fixation (ibdt:108)
[ 1867]    pursuit ->   fixation (ibdt:108)
[ 1868]    pursuit ->   fixation (ibdt:108)
[ 1869]    pursuit ->   fixation (ibdt:108)
[ 1870]    pursuit ->   fixation (ibdt:108)
[ 1871]    pursuit ->   fixation (ibdt:108)
[ 1872]    pursuit ->   fixation (ibdt:108)
[ 1873]    pursuit ->   fixation (ibdt:108)
[ 1874]    pursuit ->   fixation (ibdt:108)
[ 1875]    pursuit ->   fixation (ibdt:108)
[ 1876]    pursuit ->   fixation (ibdt:108)
[ 1877]    pursuit ->   fixation (ibdt:108)
[ 1878]    pursuit ->   fixation (ibdt:108)
[ 1879]    pursuit ->   fixation (ibdt:108)
[ 1880]    pursuit ->   fixation (ibdt:108)
[ 1881]    pursuit ->   fixation (ibdt:108)
[ 1882]    pursuit ->   fixation (ibdt:108)
[ 1883]    pursuit ->   fixation (ibdt:108)
[ 1884]    pursuit ->   fixation (ibdt:108)
[ 1885]    pursuit ->   fixation (ibdt:108)
[ 1886]    pursuit ->   fixation (ibdt:108)
[ 1887]    pursuit ->   fixation (ibdt:108)
[ 1888]    pursuit ->   fixation (ibdt:108)
[ 1889]    pursuit ->   fixation (ibdt:108)
[ 1890]    pursuit ->   fixation (ibdt:108)
[ 1891]    pursuit ->   fixation (ibdt:108)
[ 1892]    pursuit ->   fixation (ibdt:108)
[ 1893]    pursuit ->   fixation (ibdt:108)
[ 1894]    pursuit ->   fixation (ibdt:108)
[ 1895]    pursuit ->   fixation (ibdt:108)
[ 1896]    pursuit ->   fixation (ibdt:108)
[ 1897]    pursuit ->   fixation (ibdt:108)
[ 1898]    pursuit ->   fixation (ibdt:108)
[ 1899]    pursuit ->   fixation (ibdt:108)
[ 1961]   fixation ->    saccade (ibdt:108)
[ 2015]    saccade ->   fixation (ibdt:108)
[ 2018]    saccade ->   fixation (ibdt:108)
[ 2019]    saccade ->   fixation (ibdt:108)
[ 2020]    saccade ->   fixation (ibdt:108)
[ 2021]    saccade ->   fixation (ibdt:108)
[ 2022]    saccade ->   fixation (ibdt:108)
[ 2087]    saccade ->   fixation (ibdt:108)
[ 2091]    saccade ->   fixation (ibdt:108)
[ 2092]    saccade ->   fixation (ibdt:108)
[ 2093]    saccade ->   fixation (ibdt:108)
[ 2094]    saccade ->   fixation (ibdt:108)
[ 2179]    saccade ->   fixation (ibdt:108)
[ 2182]    saccade ->   fixation (ibdt:108)
[ 2183]    saccade ->   fixation (ibdt:108)
[ 2184]    saccade ->   fixation (ibdt:108)
[ 2185]    saccade ->   fixation (ibdt:108)
[ 2186]    saccade ->   fixation (ibdt:108)
[ 2242]    saccade ->   fixation (ibdt:108)
[ 2248]    saccade ->   fixation (ibdt:108)
[ 2249]    saccade ->   fixation (ibdt:108)
[ 2250]    saccade ->   fixation (ibdt:108)
[ 2251]    saccade ->   fixation (ibdt:108)
[ 2252]    saccade ->   fixation (ibdt:108)
[ 2253]    saccade ->   fixation (ibdt:108)
[ 2254]    saccade ->   fixation (ibdt:108)
[ 2255]    saccade ->   fixation (ibdt:108)
[ 2257]    pursuit ->   fixation (ibdt:108)
[ 2258]    pursuit ->   fixation (ibdt:108)
[ 2259]    pursuit ->   fixation (ibdt:108)
[ 2260]    pursuit ->   fixation (ibdt:108)
[ 2261]    pursuit ->   fixation (ibdt:108)
[ 2262]    pursuit ->   fixation (ibdt:108)
[ 2263]    pursuit ->   fixation (ibdt:108)
[ 2264]    pursuit ->   fixation (ibdt:108)
[ 2265]    pursuit ->   fixation (ibdt:108)
[ 2266]    pursuit ->   fixation (ibdt:108)
[ 2267]    pursuit ->   fixation (ibdt:108)
[ 2268]    pursuit ->   fixation (ibdt:108)
[ 2269]    pursuit ->   fixation (ibdt:108)
[ 2270]    pursuit ->   fixation (ibdt:108)
[ 2271]    pursuit ->   fixation (ibdt:108)
[ 2272]    pursuit ->   fixation (ibdt:108)
[ 2273]    pursuit ->   fixation (ibdt:108)
[ 2274]    pursuit ->   fixation (ibdt:108)
[ 2275]    pursuit ->   fixation (ibdt:108)
[ 2276]    pursuit ->   fixation (ibdt:108)
[ 2277]    pursuit ->   fixation (ibdt:108)
[ 2278]    pursuit ->   fixation (ibdt:108)
[ 2279]    pursuit ->   fixation (ibdt:108)
[ 2280]    pursuit ->   fixation (ibdt:108)
[ 2281]    pursuit ->   fixation (ibdt:108)
[ 2282]    pursuit ->   fixation (ibdt:108)
[ 2283]    pursuit ->   fixation (ibdt:108)
[ 2284]    pursuit ->   fixation (ibdt:108)
[ 2285]    pursuit ->   fixation (ibdt:108)
[ 2286]    pursuit ->   fixation (ibdt:108)
[ 2292]    pursuit ->   fixation (ibdt:108)
[ 2293]    pursuit ->   fixation (ibdt:108)
[ 2294]    pursuit ->   fixation (ibdt:108)
[ 2295]    pursuit ->   fixation (ibdt:108)
[ 2296]    pursuit ->   fixation (ibdt:108)
[ 2297]    pursuit ->   fixation (ibdt:108)
[ 2298]    pursuit ->   fixation (ibdt:108)
[ 2299]    pursuit ->   fixation (ibdt:108)
[ 2300]    pursuit ->   fixation (ibdt:108)
[ 2301]    pursuit ->   fixation (ibdt:108)
[ 2302]    pursuit ->   fixation (ibdt:108)
[ 2303]    pursuit ->   fixation (ibdt:108)
[ 2304]    pursuit ->   fixation (ibdt:108)
[ 2305]    pursuit ->   fixation (ibdt:108)
[ 2306]    pursuit ->   fixation (ibdt:108)
[ 2307]    pursuit ->   fixation (ibdt:108)
[ 2308]    pursuit ->   fixation (ibdt:108)
[ 2309]    pursuit ->   fixation (ibdt:108)
[ 2310]    pursuit ->   fixation (ibdt:108)
[ 2311]    pursuit ->   fixation (ibdt:108)
[ 2312]    pursuit ->   fixation (ibdt:108)
[ 2313]    pursuit ->   fixation (ibdt:108)
[ 2314]    pursuit ->   fixation (ibdt:108)
[ 2315]    pursuit ->   fixation (ibdt:108)
[ 2316]    pursuit ->   fixation (ibdt:108)
[ 2317]    pursuit ->   fixation (ibdt:108)
[ 2318]    pursuit ->   fixation (ibdt:108)
[ 2319]    pursuit ->   fixation (ibdt:108)
[ 2320]    pursuit ->   fixation (ibdt:108)
[ 2321]    pursuit ->   fixation (ibdt:108)
[ 2322]    pursuit ->   fixation (ibdt:108)
[ 2323]    pursuit ->   fixation (ibdt:108)
[ 2324]    pursuit ->   fixation (ibdt:108)
[ 2325]    pursuit ->   fixation (ibdt:108)
[ 2326]    pursuit ->   fixation (ibdt:108)
[ 2327]    pursuit ->   fixation (ibdt:108)
[ 2328]    pursuit ->   fixation (ibdt:108)
[ 2329]    pursuit ->   fixation (ibdt:108)
[ 2330]    pursuit ->   fixation (ibdt:108)
[ 2331]    pursuit ->   fixation (ibdt:108)
[ 2332]    pursuit ->   fixation (ibdt:108)
[ 2333]    pursuit ->   fixation (ibdt:108)
[ 2334]    pursuit ->   fixation (ibdt:108)
[ 2335]    pursuit ->   fixation (ibdt:108)
[ 2336]    pursuit ->   fixation (ibdt:108)
[ 2337]    pursuit ->   fixation (ibdt:108)
[ 2338]    pursuit ->   fixation (ibdt:108)
[ 2339]    pursuit ->   fixation (ibdt:108)
[ 2340]    pursuit ->   fixation (ibdt:108)
[ 2341]    pursuit ->   fixation (ibdt:108)
[ 2342]    pursuit ->   fixation (ibdt:108)
[ 2343]    pursuit ->   fixation (ibdt:108)
[ 2344]    pursuit ->   fixation (ibdt:108)
[ 2345]    pursuit ->   fixation (ibdt:108)
[ 2346]    pursuit ->   fixation (ibdt:108)
[ 2347]    pursuit ->   fixation (ibdt:108)
[ 2348]    pursuit ->   fixation (ibdt:108)
[ 2349]    pursuit ->   fixation (ibdt:108)
[ 2350]    pursuit ->   fixation (ibdt:108)
[ 2351]    pursuit ->   fixation (ibdt:108)
[ 2352]    pursuit ->   fixation (ibdt:108)
[ 2353]    pursuit ->   fixation (ibdt:108)
[ 2354]    pursuit ->   fixation (ibdt:108)
[ 2355]    pursuit ->   fixation (ibdt:108)
[ 2356]    pursuit ->   fixation (ibdt:108)
[ 2357]    pursuit ->   fixation (ibdt:108)
[ 2358]    pursuit ->   fixation (ibdt:108)
[ 2359]    pursuit ->   fixation (ibdt:108)
[ 2360]    pursuit ->   fixation (ibdt:108)
[ 2361]    pursuit ->   fixation (ibdt:108)
[ 2362]    pursuit ->   fixation (ibdt:108)
[ 2363]    pursuit ->   fixation (ibdt:108)
[ 2364]    pursuit ->   fixation (ibdt:108)
[ 2365]    pursuit ->   fixation (ibdt:108)
[ 2366]    pursuit ->   fixation (ibdt:108)
[ 2367]    pursuit ->   fixation (ibdt:108)
[ 2368]    pursuit ->   fixation (ibdt:108)
[ 2369]    pursuit ->   fixation (ibdt:108)
[ 2370]    pursuit ->   fixation (ibdt:108)
[ 2371]    pursuit ->   fixation (ibdt:108)
[ 2372]    pursuit ->   fixation (ibdt:108)
[ 2373]    pursuit ->   fixation (ibdt:108)
[ 2374]    pursuit ->   fixation (ibdt:108)
[ 2375]    pursuit ->   fixation (ibdt:108)
[ 2376]    pursuit ->   fixation (ibdt:108)
[ 2377]    pursuit ->   fixation (ibdt:108)
[ 2378]    pursuit ->   fixation (ibdt:108)
[ 2379]    saccade ->   fixation (ibdt:108)
[ 2383]    saccade ->   fixation (ibdt:108)
[ 2384]    saccade ->   fixation (ibdt:108)
[ 2385]    saccade ->   fixation (ibdt:108)
[ 2386]    saccade ->   fixation (ibdt:108)
[ 2406]    pursuit ->   fixation (ibdt:108)
[ 2407]    pursuit ->   fixation (ibdt:108)
[ 2408]    pursuit ->   fixation (ibdt:108)
[ 2409]    pursuit ->   fixation (ibdt:108)
[ 2410]    pursuit ->   fixation (ibdt:108)
[ 2411]    pursuit ->   fixation (ibdt:108)
[ 2412]    pursuit ->   fixation (ibdt:108)
[ 2413]    pursuit ->   fixation (ibdt:108)
[ 2414]    pursuit ->   fixation (ibdt:108)
[ 2415]    pursuit ->   fixation (ibdt:108)
[ 2416]    pursuit ->   fixation (ibdt:108)
[ 2417]    pursuit ->   fixation (ibdt:108)
[ 2418]    pursuit ->   fixation (ibdt:108)
[ 2419]    pursuit ->   fixation (ibdt:108)
[ 2420]    pursuit ->   fixation (ibdt:108)
[ 2421]    pursuit ->   fixation (ibdt:108)
[ 2422]    pursuit ->   fixation (ibdt:108)
[ 2423]    pursuit ->   fixation (ibdt:108)
[ 2424]    pursuit ->   fixation (ibdt:108)
[ 2425]    pursuit ->   fixation (ibdt:108)
[ 2426]    pursuit ->   fixation (ibdt:108)
[ 2427]    pursuit ->   fixation (ibdt:108)
[ 2428]    pursuit ->   fixation (ibdt:108)
[ 2429]    pursuit ->   fixation (ibdt:108)
[ 2430]    pursuit ->   fixation (ibdt:108)
[ 2431]    pursuit ->   fixation (ibdt:108)
[ 2432]    pursuit ->   fixation (ibdt:108)
[ 2433]    pursuit ->   fixation (ibdt:108)
[ 2434]    pursuit ->   fixation (ibdt:108)
[ 2435]    pursuit ->   fixation (ibdt:108)
[ 2436]    pursuit ->   fixation (ibdt:108)
[ 2437]    pursuit ->   fixation (ibdt:108)
[ 2438]    pursuit ->   fixation (ibdt:108)
[ 2439]    pursuit ->   fixation (ibdt:108)
[ 2440]    pursuit ->   fixation (ibdt:108)
[ 2441]    pursuit ->   fixation (ibdt:108)
[ 2442]    pursuit ->   fixation (ibdt:108)
[ 2443]    pursuit ->   fixation (ibdt:108)
[ 2444]    pursuit ->   fixation (ibdt:108)
[ 2445]    pursuit ->   fixation (ibdt:108)
[ 2446]    pursuit ->   fixation (ibdt:108)
[ 2447]    pursuit ->   fixation (ibdt:108)
[ 2448]    pursuit ->   fixation (ibdt:108)
[ 2449]    pursuit ->   fixation (ibdt:108)
[ 2450]    pursuit ->   fixation (ibdt:108)
[ 2451]    pursuit ->   fixation (ibdt:108)
[ 2452]    pursuit ->   fixation (ibdt:108)
[ 2453]    pursuit ->   fixation (ibdt:108)
[ 2454]    pursuit ->   fixation (ibdt:108)
[ 2455]    pursuit ->   fixation (ibdt:108)
[ 2456]    pursuit ->   fixation (ibdt:108)
[ 2457]    pursuit ->   fixation (ibdt:108)
[ 2458]    pursuit ->   fixation (ibdt:108)
[ 2459]    pursuit ->   fixation (ibdt:108)
[ 2460]    pursuit ->   fixation (ibdt:108)
[ 2461]    pursuit ->   fixation (ibdt:108)
[ 2462]    pursuit ->   fixation (ibdt:108)
[ 2463]    pursuit ->   fixation (ibdt:108)
[ 2464]    pursuit ->   fixation (ibdt:108)
[ 2465]    pursuit ->   fixation (ibdt:108)
[ 2466]    pursuit ->   fixation (ibdt:108)
[ 2467]    pursuit ->   fixation (ibdt:108)
[ 2468]    pursuit ->   fixation (ibdt:108)
[ 2469]    pursuit ->   fixation (ibdt:108)
[ 2470]    pursuit ->   fixation (ibdt:108)
[ 2471]    pursuit ->   fixation (ibdt:108)
[ 2472]    pursuit ->   fixation (ibdt:108)
[ 2473]    pursuit ->   fixation (ibdt:108)
[ 2474]    pursuit ->   fixation (ibdt:108)
[ 2475]    pursuit ->   fixation (ibdt:108)
[ 2476]    pursuit ->   fixation (ibdt:108)
[ 2477]    pursuit ->   fixation (ibdt:108)
[ 2478]    pursuit ->   fixation (ibdt:108)
[ 2479]    pursuit ->   fixation (ibdt:108)
[ 2480]    pursuit ->   fixation (ibdt:108)
[ 2481]    pursuit ->   fixation (ibdt:108)
[ 2482]    pursuit ->   fixation (ibdt:108)
[ 2483]    pursuit ->   fixation (ibdt:108)
[ 2484]    pursuit ->   fixation (ibdt:108)
[ 2485]    pursuit ->   fixation (ibdt:108)
[ 2486]    pursuit ->   fixation (ibdt:108)
[ 2487]    pursuit ->   fixation (ibdt:108)
[ 2488]    pursuit ->   fixation (ibdt:108)
[ 2489]    pursuit ->   fixation (ibdt:108)
[ 2490]    pursuit ->   fixation (ibdt:108)
[ 2491]    pursuit ->   fixation (ibdt:108)
[ 2492]    pursuit ->   fixation (ibdt:108)
[ 2493]    pursuit ->   fixation (ibdt:108)
[ 2494]    pursuit ->   fixation (ibdt:108)
[ 2495]    pursuit ->   fixation (ibdt:108)
[ 2496]    pursuit ->   fixation (ibdt:108)
[ 2497]    pursuit ->   fixation (ibdt:108)
[ 2498]    pursuit ->   fixation (ibdt:108)
[ 2499]    pursuit ->   fixation (ibdt:108)
[ 2500]    pursuit ->   fixation (ibdt:108)
[ 2501]    pursuit ->   fixation (ibdt:108)
[ 2502]    pursuit ->   fixation (ibdt:108)
[ 2503]    pursuit ->   fixation (ibdt:108)
[ 2504]    pursuit ->   fixation (ibdt:108)
[ 2505]    pursuit ->   fixation (ibdt:108)
[ 2506]    pursuit ->   fixation (ibdt:108)
[ 2507]    pursuit ->   fixation (ibdt:108)
[ 2508]    pursuit ->   fixation (ibdt:108)
[ 2509]    pursuit ->   fixation (ibdt:108)
[ 2510]    pursuit ->   fixation (ibdt:108)
[ 2511]    pursuit ->   fixation (ibdt:108)
[ 2512]    pursuit ->   fixation (ibdt:108)
[ 2513]    pursuit ->   fixation (ibdt:108)
[ 2514]    pursuit ->   fixation (ibdt:108)
[ 2515]    pursuit ->   fixation (ibdt:108)
[ 2516]    pursuit ->   fixation (ibdt:108)
[ 2517]    pursuit ->   fixation (ibdt:108)
[ 2518]    pursuit ->   fixation (ibdt:108)
[ 2519]    pursuit ->   fixation (ibdt:108)
[ 2520]    pursuit ->   fixation (ibdt:108)
[ 2521]    pursuit ->   fixation (ibdt:108)
[ 2522]    pursuit ->   fixation (ibdt:108)
[ 2523]    pursuit ->   fixation (ibdt:108)
[ 2524]    pursuit ->   fixation (ibdt:108)
[ 2525]    pursuit ->   fixation (ibdt:108)
[ 2526]    pursuit ->   fixation (ibdt:108)
[ 2527]    pursuit ->   fixation (ibdt:108)
[ 2528]    pursuit ->   fixation (ibdt:108)
[ 2529]    pursuit ->   fixation (ibdt:108)
